principio_ativo;campo;motivo;fonte
soro antirrabico 200ui/ml (frasco-ampola;estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
soro antirrabico 200ui/ml (frasco-ampola;fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
soro antirrabico 200ui/ml (frasco-ampola;acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
soro antirrabico 200ui/ml (frasco-ampola;ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
soro antirrabico 200ui/ml (frasco-ampola;incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
citrato (sufentanila 5mcg/ml) (ampola 2ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
citrato (sufentanila 5mcg/ml) (ampola 2ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
citrato (sufentanila 5mcg/ml) (ampola 2ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
citrato (sufentanila 5mcg/ml) (ampola 2ml);diluicao_volume_min_ml;volume de diluição não capturado pelo parser;HU-UFGD_v3
citrato (sufentanila 5mcg/ml) (ampola 2ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
citrato (sufentanila 5mcg/ml) (ampola 2ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
citrato (sufentanila 5mcg/ml) (ampola 2ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
citrato (sufentanila 5mcg/ml) (ampola 2ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
citrato (sufentanila 5mcg/ml) (ampola 2ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
citrato (sufentanila 5mcg/ml) (ampola 2ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
citrato (sufentanila 5mcg/ml) (ampola 2ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
citrato (sufentanila 5mcg/ml) (ampola 2ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
sugamadex 100mg (frasco-ampola 2ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
sugamadex 100mg (frasco-ampola 2ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
sugamadex 100mg (frasco-ampola 2ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
sugamadex 100mg (frasco-ampola 2ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
sugamadex 100mg (frasco-ampola 2ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
sugamadex 100mg (frasco-ampola 2ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
sugamadex 100mg (frasco-ampola 2ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
sugamadex 100mg (frasco-ampola 2ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
sugamadex 100mg (frasco-ampola 2ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
sugamadex 100mg (frasco-ampola 2ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
sugamadex 100mg (frasco-ampola 2ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
sulfato de 100mg/ml - (ampola 10ml) cada ampola contem 1.000mg de magnesio;reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
sulfato de 100mg/ml - (ampola 10ml) cada ampola contem 1.000mg de magnesio;reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
sulfato de 100mg/ml - (ampola 10ml) cada ampola contem 1.000mg de magnesio;reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
sulfato de 100mg/ml - (ampola 10ml) cada ampola contem 1.000mg de magnesio;concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
sulfato de 100mg/ml - (ampola 10ml) cada ampola contem 1.000mg de magnesio;velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
sulfato de 100mg/ml - (ampola 10ml) cada ampola contem 1.000mg de magnesio;estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
sulfato de 100mg/ml - (ampola 10ml) cada ampola contem 1.000mg de magnesio;estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
sulfato de 100mg/ml - (ampola 10ml) cada ampola contem 1.000mg de magnesio;fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
sulfato de 100mg/ml - (ampola 10ml) cada ampola contem 1.000mg de magnesio;acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
sulfato de 100mg/ml - (ampola 10ml) cada ampola contem 1.000mg de magnesio;ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
sulfato de 100mg/ml - (ampola 10ml) cada ampola contem 1.000mg de magnesio;incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
suxametonio 100mg (frasco-ampola);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
suxametonio 100mg (frasco-ampola);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
suxametonio 100mg (frasco-ampola);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
suxametonio 100mg (frasco-ampola);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
suxametonio 100mg (frasco-ampola);tempo_infusao_min;tempo de infusão não informado ou administração em bolus;HU-UFGD_v3
suxametonio 100mg (frasco-ampola);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
suxametonio 100mg (frasco-ampola);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
suxametonio 100mg (frasco-ampola);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
suxametonio 100mg (frasco-ampola);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
suxametonio 100mg (frasco-ampola);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
suxametonio 100mg (frasco-ampola);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
suxametonio 100mg (frasco-ampola);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
teicoplanina 200 mg;reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
teicoplanina 200 mg;reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
teicoplanina 200 mg;reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
teicoplanina 200 mg;concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
teicoplanina 200 mg;velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
teicoplanina 200 mg;estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
teicoplanina 200 mg;estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
teicoplanina 200 mg;fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
teicoplanina 200 mg;acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
teicoplanina 200 mg;ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
teicoplanina 200 mg;incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
teicoplanina 400 mg (frasco-ampola);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
teicoplanina 400 mg (frasco-ampola);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
teicoplanina 400 mg (frasco-ampola);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
teicoplanina 400 mg (frasco-ampola);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
teicoplanina 400 mg (frasco-ampola);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
teicoplanina 400 mg (frasco-ampola);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
teicoplanina 400 mg (frasco-ampola);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
teicoplanina 400 mg (frasco-ampola);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
teicoplanina 400 mg (frasco-ampola);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
teicoplanina 400 mg (frasco-ampola);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
teicoplanina 400 mg (frasco-ampola);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
tenoxicam 20mg (frasco-ampola);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
tenoxicam 20mg (frasco-ampola);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
tenoxicam 20mg (frasco-ampola);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
tenoxicam 20mg (frasco-ampola);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
tenoxicam 20mg (frasco-ampola);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
tenoxicam 20mg (frasco-ampola);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
tenoxicam 20mg (frasco-ampola);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
tenoxicam 20mg (frasco-ampola);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
tenoxicam 20mg (frasco-ampola);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
tenoxicam 20mg (frasco-ampola);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
tenoxicam 20mg (frasco-ampola);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
tigeciclina 50mg (frasco-ampola);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
tigeciclina 50mg (frasco-ampola);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
tigeciclina 50mg (frasco-ampola);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
tigeciclina 50mg (frasco-ampola);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
tigeciclina 50mg (frasco-ampola);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
tigeciclina 50mg (frasco-ampola);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
tigeciclina 50mg (frasco-ampola);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
tigeciclina 50mg (frasco-ampola);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
tigeciclina 50mg (frasco-ampola);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
tigeciclina 50mg (frasco-ampola);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
tigeciclina 50mg (frasco-ampola);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
tiopental 500mg (frasco-ampola);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
tiopental 500mg (frasco-ampola);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
tiopental 500mg (frasco-ampola);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
tiopental 500mg (frasco-ampola);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
tiopental 500mg (frasco-ampola);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
tiopental 500mg (frasco-ampola);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
tiopental 500mg (frasco-ampola);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
tiopental 500mg (frasco-ampola);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
tiopental 500mg (frasco-ampola);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
tiopental 500mg (frasco-ampola);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
tiopental 500mg (frasco-ampola);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
tramadol 50mg/ml (ampola 1ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
tramadol 50mg/ml (ampola 1ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
tramadol 50mg/ml (ampola 1ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
tramadol 50mg/ml (ampola 1ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
tramadol 50mg/ml (ampola 1ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
tramadol 50mg/ml (ampola 1ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
tramadol 50mg/ml (ampola 1ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
tramadol 50mg/ml (ampola 1ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
tramadol 50mg/ml (ampola 1ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
tramadol 50mg/ml (ampola 1ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
tramadol 50mg/ml (ampola 1ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
vasopressina 20ui/ml (ampola 1ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
vasopressina 20ui/ml (ampola 1ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
vasopressina 20ui/ml (ampola 1ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
vasopressina 20ui/ml (ampola 1ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
vasopressina 20ui/ml (ampola 1ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
vasopressina 20ui/ml (ampola 1ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
vasopressina 20ui/ml (ampola 1ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
vasopressina 20ui/ml (ampola 1ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
vasopressina 20ui/ml (ampola 1ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
vasopressina 20ui/ml (ampola 1ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
vasopressina 20ui/ml (ampola 1ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
voriconazol 200mg (frasco- ampola) sus;reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
voriconazol 200mg (frasco- ampola) sus;reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
voriconazol 200mg (frasco- ampola) sus;reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
voriconazol 200mg (frasco- ampola) sus;concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
voriconazol 200mg (frasco- ampola) sus;velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
voriconazol 200mg (frasco- ampola) sus;estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
voriconazol 200mg (frasco- ampola) sus;estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
voriconazol 200mg (frasco- ampola) sus;fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
voriconazol 200mg (frasco- ampola) sus;acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
voriconazol 200mg (frasco- ampola) sus;ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
voriconazol 200mg (frasco- ampola) sus;incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
zidovudina 20ml (frasco-ampola);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
zidovudina 20ml (frasco-ampola);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
zidovudina 20ml (frasco-ampola);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
zidovudina 20ml (frasco-ampola);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
zidovudina 20ml (frasco-ampola);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
zidovudina 20ml (frasco-ampola);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
zidovudina 20ml (frasco-ampola);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
