principio_ativo;campo;motivo;fonte
pamidronato 90mg (frasco-ampola);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
pamidronato 90mg (frasco-ampola);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
pamidronato 90mg (frasco-ampola);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
pamidronato 90mg (frasco-ampola);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
pamidronato 90mg (frasco-ampola);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
paracetamol 10mg/ml (bolsa 100ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
paracetamol 10mg/ml (bolsa 100ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
paracetamol 10mg/ml (bolsa 100ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
paracetamol 10mg/ml (bolsa 100ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
paracetamol 10mg/ml (bolsa 100ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
paracetamol 10mg/ml (bolsa 100ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
paracetamol 10mg/ml (bolsa 100ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
paracetamol 10mg/ml (bolsa 100ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
paracetamol 10mg/ml (bolsa 100ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
paracetamol 10mg/ml (bolsa 100ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
paracetamol 10mg/ml (bolsa 100ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
piperacilina 2.000mg + tazobactam 250mg (frasco-ampola);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
piperacilina 2.000mg + tazobactam 250mg (frasco-ampola);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
piperacilina 2.000mg + tazobactam 250mg (frasco-ampola);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
piperacilina 2.000mg + tazobactam 250mg (frasco-ampola);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
piperacilina 2.000mg + tazobactam 250mg (frasco-ampola);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
piperacilina 2.000mg + tazobactam 250mg (frasco-ampola);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
piperacilina 2.000mg + tazobactam 250mg (frasco-ampola);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
piperacilina 2.000mg + tazobactam 250mg (frasco-ampola);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
piperacilina 2.000mg + tazobactam 250mg (frasco-ampola);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
piperacilina 2.000mg + tazobactam 250mg (frasco-ampola);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
piperacilina 2.000mg + tazobactam 250mg (frasco-ampola);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
piperacilina 4.000mg + tazobactam 500mg (frasco-ampola);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
piperacilina 4.000mg + tazobactam 500mg (frasco-ampola);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
piperacilina 4.000mg + tazobactam 500mg (frasco-ampola);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
piperacilina 4.000mg + tazobactam 500mg (frasco-ampola);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
piperacilina 4.000mg + tazobactam 500mg (frasco-ampola);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
piperacilina 4.000mg + tazobactam 500mg (frasco-ampola);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
piperacilina 4.000mg + tazobactam 500mg (frasco-ampola);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
piperacilina 4.000mg + tazobactam 500mg (frasco-ampola);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
piperacilina 4.000mg + tazobactam 500mg (frasco-ampola);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
piperacilina 4.000mg + tazobactam 500mg (frasco-ampola);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
piperacilina 4.000mg + tazobactam 500mg (frasco-ampola);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
polimixina b 500.000 (frasco-ampola);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
polimixina b 500.000 (frasco-ampola);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
polimixina b 500.000 (frasco-ampola);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
polimixina b 500.000 (frasco-ampola);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
polimixina b 500.000 (frasco-ampola);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
polimixina b 500.000 (frasco-ampola);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
polimixina b 500.000 (frasco-ampola);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
polimixina b 500.000 (frasco-ampola);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
polimixina b 500.000 (frasco-ampola);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
polimixina b 500.000 (frasco-ampola);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
polimixina b 500.000 (frasco-ampola);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
polivitaminas para nutricao parenteral (ampola 5ml) baxter;reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
polivitaminas para nutricao parenteral (ampola 5ml) baxter;reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
polivitaminas para nutricao parenteral (ampola 5ml) baxter;reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
polivitaminas para nutricao parenteral (ampola 5ml) baxter;concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
polivitaminas para nutricao parenteral (ampola 5ml) baxter;velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
polivitaminas para nutricao parenteral (ampola 5ml) baxter;estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
polivitaminas para nutricao parenteral (ampola 5ml) baxter;estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
polivitaminas para nutricao parenteral (ampola 5ml) baxter;fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
polivitaminas para nutricao parenteral (ampola 5ml) baxter;acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
polivitaminas para nutricao parenteral (ampola 5ml) baxter;ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
polivitaminas para nutricao parenteral (ampola 5ml) baxter;incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
propofol 10mg/ml (ampola 10ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
propofol 10mg/ml (ampola 10ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
propofol 10mg/ml (ampola 10ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
propofol 10mg/ml (ampola 10ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
propofol 10mg/ml (ampola 10ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
propofol 10mg/ml (ampola 10ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
propofol 10mg/ml (ampola 10ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
propofol 10mg/ml (ampola 10ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
propofol 10mg/ml (ampola 10ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
propofol 10mg/ml (ampola 10ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
propofol 10mg/ml (ampola 10ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
propofol 10mg/ml (ampola 20ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
propofol 10mg/ml (ampola 20ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
propofol 10mg/ml (ampola 20ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
propofol 10mg/ml (ampola 20ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
propofol 10mg/ml (ampola 20ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
propofol 10mg/ml (ampola 20ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
propofol 10mg/ml (ampola 20ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
propofol 10mg/ml (ampola 20ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
propofol 10mg/ml (ampola 20ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
propofol 10mg/ml (ampola 20ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
propofol 10mg/ml (ampola 20ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
propofol 10mg/ml (frasco-ampola 50ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
propofol 10mg/ml (frasco-ampola 50ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
propofol 10mg/ml (frasco-ampola 50ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
propofol 10mg/ml (frasco-ampola 50ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
propofol 10mg/ml (frasco-ampola 50ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
propofol 10mg/ml (frasco-ampola 50ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
propofol 10mg/ml (frasco-ampola 50ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
propofol 10mg/ml (frasco-ampola 50ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
propofol 10mg/ml (frasco-ampola 50ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
propofol 10mg/ml (frasco-ampola 50ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
propofol 10mg/ml (frasco-ampola 50ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
protamina 10mg/ml (ampola 5 ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
protamina 10mg/ml (ampola 5 ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
protamina 10mg/ml (ampola 5 ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
protamina 10mg/ml (ampola 5 ml);diluicao_solucao;solução de diluição não informada no guia (via não é EV ou sem diluição);HU-UFGD_v3
protamina 10mg/ml (ampola 5 ml);diluicao_volume_min_ml;volume de diluição não capturado pelo parser;HU-UFGD_v3
protamina 10mg/ml (ampola 5 ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
protamina 10mg/ml (ampola 5 ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
protamina 10mg/ml (ampola 5 ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
protamina 10mg/ml (ampola 5 ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
protamina 10mg/ml (ampola 5 ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
protamina 10mg/ml (ampola 5 ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
protamina 10mg/ml (ampola 5 ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
protamina 10mg/ml (ampola 5 ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
remiifentanila 2mg (frasco-ampola);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
remiifentanila 2mg (frasco-ampola);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
remiifentanila 2mg (frasco-ampola);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
remiifentanila 2mg (frasco-ampola);diluicao_volume_min_ml;volume de diluição não capturado pelo parser;HU-UFGD_v3
remiifentanila 2mg (frasco-ampola);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
remiifentanila 2mg (frasco-ampola);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
remiifentanila 2mg (frasco-ampola);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
remiifentanila 2mg (frasco-ampola);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
remiifentanila 2mg (frasco-ampola);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
remiifentanila 2mg (frasco-ampola);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
remiifentanila 2mg (frasco-ampola);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
remiifentanila 2mg (frasco-ampola);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
rocuronio 10mg/ml (ampola 5ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
rocuronio 10mg/ml (ampola 5ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
rocuronio 10mg/ml (ampola 5ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
rocuronio 10mg/ml (ampola 5ml);diluicao_solucao;solução de diluição não informada no guia (via não é EV ou sem diluição);HU-UFGD_v3
rocuronio 10mg/ml (ampola 5ml);diluicao_volume_min_ml;volume de diluição não capturado pelo parser;HU-UFGD_v3
rocuronio 10mg/ml (ampola 5ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
rocuronio 10mg/ml (ampola 5ml);tempo_infusao_min;tempo de infusão não informado ou administração em bolus;HU-UFGD_v3
rocuronio 10mg/ml (ampola 5ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
rocuronio 10mg/ml (ampola 5ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
rocuronio 10mg/ml (ampola 5ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
rocuronio 10mg/ml (ampola 5ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
rocuronio 10mg/ml (ampola 5ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
rocuronio 10mg/ml (ampola 5ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
rocuronio 10mg/ml (ampola 5ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
ropivacaina (ampola 20ml) cristalia peri- dural lom- bar e toraci ca blo- queio de cam- po e nervo so perife rico bolo infusao continua bloqueio de bloqueio 3mg/kg 10-20ml (minimo de 30min.) infusao continua 6-14ml/h bloqueio de 1-100ml/h bloqueio 5-10ml/h nao nao usar por via ocorrer sintomas de toxicidade do snc. tipo do documento manual injetaveis padronizados para adultos no hu-ufgd 12/2025 salbutamol (ampola 1ml) hipolabor adult ev/im /sc pediat;reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
ropivacaina (ampola 20ml) cristalia peri- dural lom- bar e toraci ca blo- queio de cam- po e nervo so perife rico bolo infusao continua bloqueio de bloqueio 3mg/kg 10-20ml (minimo de 30min.) infusao continua 6-14ml/h bloqueio de 1-100ml/h bloqueio 5-10ml/h nao nao usar por via ocorrer sintomas de toxicidade do snc. tipo do documento manual injetaveis padronizados para adultos no hu-ufgd 12/2025 salbutamol (ampola 1ml) hipolabor adult ev/im /sc pediat;reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
ropivacaina (ampola 20ml) cristalia peri- dural lom- bar e toraci ca blo- queio de cam- po e nervo so perife rico bolo infusao continua bloqueio de bloqueio 3mg/kg 10-20ml (minimo de 30min.) infusao continua 6-14ml/h bloqueio de 1-100ml/h bloqueio 5-10ml/h nao nao usar por via ocorrer sintomas de toxicidade do snc. tipo do documento manual injetaveis padronizados para adultos no hu-ufgd 12/2025 salbutamol (ampola 1ml) hipolabor adult ev/im /sc pediat;reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
ropivacaina (ampola 20ml) cristalia peri- dural lom- bar e toraci ca blo- queio de cam- po e nervo so perife rico bolo infusao continua bloqueio de bloqueio 3mg/kg 10-20ml (minimo de 30min.) infusao continua 6-14ml/h bloqueio de 1-100ml/h bloqueio 5-10ml/h nao nao usar por via ocorrer sintomas de toxicidade do snc. tipo do documento manual injetaveis padronizados para adultos no hu-ufgd 12/2025 salbutamol (ampola 1ml) hipolabor adult ev/im /sc pediat;concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
ropivacaina (ampola 20ml) cristalia peri- dural lom- bar e toraci ca blo- queio de cam- po e nervo so perife rico bolo infusao continua bloqueio de bloqueio 3mg/kg 10-20ml (minimo de 30min.) infusao continua 6-14ml/h bloqueio de 1-100ml/h bloqueio 5-10ml/h nao nao usar por via ocorrer sintomas de toxicidade do snc. tipo do documento manual injetaveis padronizados para adultos no hu-ufgd 12/2025 salbutamol (ampola 1ml) hipolabor adult ev/im /sc pediat;velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
ropivacaina (ampola 20ml) cristalia peri- dural lom- bar e toraci ca blo- queio de cam- po e nervo so perife rico bolo infusao continua bloqueio de bloqueio 3mg/kg 10-20ml (minimo de 30min.) infusao continua 6-14ml/h bloqueio de 1-100ml/h bloqueio 5-10ml/h nao nao usar por via ocorrer sintomas de toxicidade do snc. tipo do documento manual injetaveis padronizados para adultos no hu-ufgd 12/2025 salbutamol (ampola 1ml) hipolabor adult ev/im /sc pediat;estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
ropivacaina (ampola 20ml) cristalia peri- dural lom- bar e toraci ca blo- queio de cam- po e nervo so perife rico bolo infusao continua bloqueio de bloqueio 3mg/kg 10-20ml (minimo de 30min.) infusao continua 6-14ml/h bloqueio de 1-100ml/h bloqueio 5-10ml/h nao nao usar por via ocorrer sintomas de toxicidade do snc. tipo do documento manual injetaveis padronizados para adultos no hu-ufgd 12/2025 salbutamol (ampola 1ml) hipolabor adult ev/im /sc pediat;estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
ropivacaina (ampola 20ml) cristalia peri- dural lom- bar e toraci ca blo- queio de cam- po e nervo so perife rico bolo infusao continua bloqueio de bloqueio 3mg/kg 10-20ml (minimo de 30min.) infusao continua 6-14ml/h bloqueio de 1-100ml/h bloqueio 5-10ml/h nao nao usar por via ocorrer sintomas de toxicidade do snc. tipo do documento manual injetaveis padronizados para adultos no hu-ufgd 12/2025 salbutamol (ampola 1ml) hipolabor adult ev/im /sc pediat;fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
ropivacaina (ampola 20ml) cristalia peri- dural lom- bar e toraci ca blo- queio de cam- po e nervo so perife rico bolo infusao continua bloqueio de bloqueio 3mg/kg 10-20ml (minimo de 30min.) infusao continua 6-14ml/h bloqueio de 1-100ml/h bloqueio 5-10ml/h nao nao usar por via ocorrer sintomas de toxicidade do snc. tipo do documento manual injetaveis padronizados para adultos no hu-ufgd 12/2025 salbutamol (ampola 1ml) hipolabor adult ev/im /sc pediat;acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
ropivacaina (ampola 20ml) cristalia peri- dural lom- bar e toraci ca blo- queio de cam- po e nervo so perife rico bolo infusao continua bloqueio de bloqueio 3mg/kg 10-20ml (minimo de 30min.) infusao continua 6-14ml/h bloqueio de 1-100ml/h bloqueio 5-10ml/h nao nao usar por via ocorrer sintomas de toxicidade do snc. tipo do documento manual injetaveis padronizados para adultos no hu-ufgd 12/2025 salbutamol (ampola 1ml) hipolabor adult ev/im /sc pediat;ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
ropivacaina (ampola 20ml) cristalia peri- dural lom- bar e toraci ca blo- queio de cam- po e nervo so perife rico bolo infusao continua bloqueio de bloqueio 3mg/kg 10-20ml (minimo de 30min.) infusao continua 6-14ml/h bloqueio de 1-100ml/h bloqueio 5-10ml/h nao nao usar por via ocorrer sintomas de toxicidade do snc. tipo do documento manual injetaveis padronizados para adultos no hu-ufgd 12/2025 salbutamol (ampola 1ml) hipolabor adult ev/im /sc pediat;incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
soro antiescorpionico 1mg/ml (frasco-ampola;reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
soro antiescorpionico 1mg/ml (frasco-ampola;reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
soro antiescorpionico 1mg/ml (frasco-ampola;reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
soro antiescorpionico 1mg/ml (frasco-ampola;concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
soro antiescorpionico 1mg/ml (frasco-ampola;tempo_infusao_min;tempo de infusão não informado ou administração em bolus;HU-UFGD_v3
soro antiescorpionico 1mg/ml (frasco-ampola;velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
soro antiescorpionico 1mg/ml (frasco-ampola;estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
soro antiescorpionico 1mg/ml (frasco-ampola;estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
soro antiescorpionico 1mg/ml (frasco-ampola;fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
soro antiescorpionico 1mg/ml (frasco-ampola;acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
soro antiescorpionico 1mg/ml (frasco-ampola;ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
soro antiescorpionico 1mg/ml (frasco-ampola;incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
soro antitetanico (frascos-ampola;reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
soro antitetanico (frascos-ampola;reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
soro antitetanico (frascos-ampola;reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
soro antitetanico (frascos-ampola;diluicao_volume_min_ml;volume de diluição não capturado pelo parser;HU-UFGD_v3
soro antitetanico (frascos-ampola;concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
soro antitetanico (frascos-ampola;velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
soro antitetanico (frascos-ampola;estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
soro antitetanico (frascos-ampola;estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
soro antitetanico (frascos-ampola;fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
soro antitetanico (frascos-ampola;acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
soro antitetanico (frascos-ampola;ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
soro antitetanico (frascos-ampola;incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
soro antibotropico (pentavalente) (frasco-ampola;reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
soro antibotropico (pentavalente) (frasco-ampola;reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
soro antibotropico (pentavalente) (frasco-ampola;reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
soro antibotropico (pentavalente) (frasco-ampola;concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
soro antibotropico (pentavalente) (frasco-ampola;tempo_infusao_min;tempo de infusão não informado ou administração em bolus;HU-UFGD_v3
soro antibotropico (pentavalente) (frasco-ampola;velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
soro antibotropico (pentavalente) (frasco-ampola;estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
soro antibotropico (pentavalente) (frasco-ampola;estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
soro antibotropico (pentavalente) (frasco-ampola;fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
soro antibotropico (pentavalente) (frasco-ampola;acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
soro antibotropico (pentavalente) (frasco-ampola;ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
soro antibotropico (pentavalente) (frasco-ampola;incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
soro anticrotalico (frasco-ampola;reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
soro anticrotalico (frasco-ampola;reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
soro anticrotalico (frasco-ampola;reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
soro anticrotalico (frasco-ampola;concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
soro anticrotalico (frasco-ampola;velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
soro anticrotalico (frasco-ampola;estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
soro anticrotalico (frasco-ampola;estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
soro anticrotalico (frasco-ampola;fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
soro anticrotalico (frasco-ampola;acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
soro anticrotalico (frasco-ampola;ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
soro anticrotalico (frasco-ampola;incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
soro antirrabico 200ui/ml (frasco-ampola;reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
soro antirrabico 200ui/ml (frasco-ampola;reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
soro antirrabico 200ui/ml (frasco-ampola;reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
soro antirrabico 200ui/ml (frasco-ampola;diluicao_volume_min_ml;volume de diluição não capturado pelo parser;HU-UFGD_v3
soro antirrabico 200ui/ml (frasco-ampola;concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
soro antirrabico 200ui/ml (frasco-ampola;tempo_infusao_min;tempo de infusão não informado ou administração em bolus;HU-UFGD_v3
soro antirrabico 200ui/ml (frasco-ampola;velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
soro antirrabico 200ui/ml (frasco-ampola;estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
